Driver,GrandPrix,DriverPointsPerRace,TeamPointsPerRace,GridPosition,FinishPosition,PitStops,Stint1Length,Stint1Compound,Stint2Length,Stint2Compound,Stint3Length,Stint3Compound,Stint4Length,Stint4Compound,Strategy,Laps,LengthKM,TurnCount,DrsZones,PitLaneLengthM,DegradationLevel,StreetCircuit,AvgTrackTemp,AvgAirTemp,AvgHumidity,RainfallMM,SafetyCarLaps
MAG,Canadian Grand Prix 2018,3.1666666666666665,3.1666666666666665,11.0,13.0,1,21,C4,47,C3,0,,0,,C4-C3,70,4.361,14,2,404,Low,True,36.94905660377359,20.52358490566038,27.82547169811321,0.0,4
PER,Canadian Grand Prix 2018,2.8333333333333335,4.333333333333333,10.0,14.0,2,8,C5,35,C3,25,C3,0,,C5-C3-C3,70,4.361,14,2,404,Low,True,36.94905660377359,20.52358490566038,27.82547169811321,0.0,4
ERI,Canadian Grand Prix 2018,0.3333333333333333,1.8333333333333333,19.0,15.0,0,67,C3,0,,0,,0,,C3,70,4.361,14,2,404,Low,True,36.94905660377359,20.52358490566038,27.82547169811321,0.0,4
VAN,Canadian Grand Prix 2018,1.3333333333333333,6.666666666666667,15.0,16.0,1,47,C3,20,C5,0,,0,,C3-C5,70,4.361,14,2,404,Low,True,36.94905660377359,20.52358490566038,27.82547169811321,0.0,4
SIR,Canadian Grand Prix 2018,0.0,0.6666666666666666,18.0,17.0,1,25,C3,42,C4,0,,0,,C3-C4,70,4.361,14,2,404,Low,True,36.94905660377359,20.52358490566038,27.82547169811321,0.0,4
HAM,French Grand Prix 2018,17.142857142857142,29.428571428571427,1.0,1.0,1,31,C3,20,C2,0,,0,,C3-C2,53,5.842,15,2,423,Low,False,42.03333333333334,24.546078431372553,49.049019607843135,0.00980392156862745,7
VER,French Grand Prix 2018,7.142857142857143,19.142857142857142,4.0,2.0,1,24,C3,28,C2,0,,0,,C3-C2,53,5.842,15,2,423,Low,False,42.03333333333334,24.546078431372553,49.049019607843135,0.00980392156862745,7
RAI,French Grand Prix 2018,9.714285714285714,27.0,6.0,3.0,1,33,C4,19,C3,0,,0,,C4-C3,53,5.842,15,2,423,Low,False,42.03333333333334,24.546078431372553,49.049019607843135,0.00980392156862745,7
RIC,French Grand Prix 2018,12.0,19.142857142857142,5.0,4.0,1,27,C3,25,C2,0,,0,,C3-C2,53,5.842,15,2,423,Low,False,42.03333333333334,24.546078431372553,49.049019607843135,0.00980392156862745,7
VET,French Grand Prix 2018,17.285714285714285,27.0,3.0,5.0,1,39,C2,13,C4,0,,0,,C2-C4,53,5.842,15,2,423,Low,False,42.03333333333334,24.546078431372553,49.049019607843135,0.00980392156862745,7
MAG,French Grand Prix 2018,2.7142857142857144,2.7142857142857144,9.0,6.0,1,27,C4,25,C2,0,,0,,C4-C2,53,5.842,15,2,423,Low,False,42.03333333333334,24.546078431372553,49.049019607843135,0.00980392156862745,7
BOT,French Grand Prix 2018,12.285714285714286,29.428571428571427,2.0,7.0,1,38,C2,14,C3,0,,0,,C2-C3,53,5.842,15,2,423,Low,False,42.03333333333334,24.546078431372553,49.049019607843135,0.00980392156862745,7
SAI,French Grand Prix 2018,3.4285714285714284,8.0,7.0,8.0,1,25,C4,27,C2,0,,0,,C4-C2,53,5.842,15,2,423,Low,False,42.03333333333334,24.546078431372553,49.049019607843135,0.00980392156862745,7
HUL,French Grand Prix 2018,4.571428571428571,8.0,12.0,9.0,1,36,C2,16,C4,0,,0,,C2-C4,53,5.842,15,2,423,Low,False,42.03333333333334,24.546078431372553,49.049019607843135,0.00980392156862745,7
LEC,French Grand Prix 2018,1.4285714285714286,1.7142857142857142,8.0,10.0,1,30,C4,22,C3,0,,0,,C4-C3,53,5.842,15,2,423,Low,False,42.03333333333334,24.546078431372553,49.049019607843135,0.00980392156862745,7
GRO,French Grand Prix 2018,0.0,2.7142857142857144,10.0,11.0,1,33,C4,18,C3,0,,0,,C4-C3,53,5.842,15,2,423,Low,False,42.03333333333334,24.546078431372553,49.049019607843135,0.00980392156862745,7
VAN,French Grand Prix 2018,1.1428571428571428,5.714285714285714,17.0,12.0,1,39,C3,12,C4,0,,0,,C3-C4,53,5.842,15,2,423,Low,False,42.03333333333334,24.546078431372553,49.049019607843135,0.00980392156862745,7
ERI,French Grand Prix 2018,0.2857142857142857,1.7142857142857142,15.0,13.0,1,34,C3,17,C4,0,,0,,C3-C4,53,5.842,15,2,423,Low,False,42.03333333333334,24.546078431372553,49.049019607843135,0.00980392156862745,7
HAR,French Grand Prix 2018,0.14285714285714285,2.7142857142857144,20.0,14.0,1,37,C4,14,C3,0,,0,,C4-C3,53,5.842,15,2,423,Low,False,42.03333333333334,24.546078431372553,49.049019607843135,0.00980392156862745,7
SIR,French Grand Prix 2018,0.0,0.5714285714285714,18.0,15.0,0,51,C4,0,,0,,0,,C4,53,5.842,15,2,423,Low,False,42.03333333333334,24.546078431372553,49.049019607843135,0.00980392156862745,7
VER,Austrian Grand Prix 2018,8.5,20.5,4.0,1.0,1,14,C3,56,C2,0,,0,,C3-C2,71,4.318,10,3,359,Medium,False,45.87934782608695,23.176086956521743,37.141304347826086,0.0,2
RAI,Austrian Grand Prix 2018,10.375,26.75,3.0,2.0,1,14,C4,56,C2,0,,0,,C4-C2,71,4.318,10,3,359,Medium,False,45.87934782608695,23.176086956521743,37.141304347826086,0.0,2
VET,Austrian Grand Prix 2018,16.375,26.75,6.0,3.0,1,14,C4,56,C2,0,,0,,C4-C2,71,4.318,10,3,359,Medium,False,45.87934782608695,23.176086956521743,37.141304347826086,0.0,2
GRO,Austrian Grand Prix 2018,0.0,3.375,5.0,4.0,1,14,C4,55,C2,0,,0,,C4-C2,71,4.318,10,3,359,Medium,False,45.87934782608695,23.176086956521743,37.141304347826086,0.0,2
MAG,Austrian Grand Prix 2018,3.375,3.375,8.0,5.0,1,27,C4,42,C2,0,,0,,C4-C2,71,4.318,10,3,359,Medium,False,45.87934782608695,23.176086956521743,37.141304347826086,0.0,2
OCO,Austrian Grand Prix 2018,1.375,3.5,11.0,6.0,1,14,C3,55,C2,0,,0,,C3-C2,71,4.318,10,3,359,Medium,False,45.87934782608695,23.176086956521743,37.141304347826086,0.0,2
PER,Austrian Grand Prix 2018,2.125,3.5,16.0,7.0,1,26,C3,43,C2,0,,0,,C3-C2,71,4.318,10,3,359,Medium,False,45.87934782608695,23.176086956521743,37.141304347826086,0.0,2
ALO,Austrian Grand Prix 2018,4.0,5.0,13.0,8.0,1,14,C3,55,C2,0,,0,,C3-C2,71,4.318,10,3,359,Medium,False,45.87934782608695,23.176086956521743,37.141304347826086,0.0,2
LEC,Austrian Grand Prix 2018,1.375,1.625,18.0,9.0,1,14,C3,55,C2,0,,0,,C3-C2,71,4.318,10,3,359,Medium,False,45.87934782608695,23.176086956521743,37.141304347826086,0.0,2
ERI,Austrian Grand Prix 2018,0.25,1.625,20.0,10.0,1,44,C2,25,C3,0,,0,,C2-C3,71,4.318,10,3,359,Medium,False,45.87934782608695,23.176086956521743,37.141304347826086,0.0,2
GAS,Austrian Grand Prix 2018,2.25,2.375,12.0,11.0,1,14,C3,55,C2,0,,0,,C3-C2,71,4.318,10,3,359,Medium,False,45.87934782608695,23.176086956521743,37.141304347826086,0.0,2
SAI,Austrian Grand Prix 2018,3.5,7.75,9.0,12.0,2,14,C4,19,C2,36,C3,0,,C4-C2-C3,71,4.318,10,3,359,Medium,False,45.87934782608695,23.176086956521743,37.141304347826086,0.0,2
SIR,Austrian Grand Prix 2018,0.0,0.5,17.0,13.0,2,23,C3,36,C2,9,C4,0,,C3-C2-C4,71,4.318,10,3,359,Medium,False,45.87934782608695,23.176086956521743,37.141304347826086,0.0,2
STR,Austrian Grand Prix 2018,0.5,0.5,14.0,14.0,2,14,C4,50,C2,4,C3,0,,C4-C2-C3,71,4.318,10,3,359,Medium,False,45.87934782608695,23.176086956521743,37.141304347826086,0.0,2
VET,British Grand Prix 2018,16.22222222222222,27.444444444444443,2.0,1.0,2,18,C2,13,C1,19,C2,0,,C2-C1-C2,52,5.891,18,2,510,High,False,52.16938775510204,27.43163265306122,38.73979591836735,0.0,10
HAM,British Grand Prix 2018,16.11111111111111,26.333333333333332,1.0,2.0,1,24,C2,27,C1,0,,0,,C2-C1,52,5.891,18,2,510,High,False,52.16938775510204,27.43163265306122,38.73979591836735,0.0,10
RAI,British Grand Prix 2018,11.222222222222221,27.444444444444443,3.0,3.0,2,12,C2,20,C1,19,C2,0,,C2-C1-C2,52,5.891,18,2,510,High,False,52.16938775510204,27.43163265306122,38.73979591836735,0.0,10
BOT,British Grand Prix 2018,10.222222222222221,26.333333333333332,4.0,4.0,1,20,C2,31,C1,0,,0,,C2-C1,52,5.891,18,2,510,High,False,52.16938775510204,27.43163265306122,38.73979591836735,0.0,10
RIC,British Grand Prix 2018,10.666666666666666,21.0,6.0,5.0,2,17,C2,12,C1,22,C2,0,,C2-C1-C2,52,5.891,18,2,510,High,False,52.16938775510204,27.43163265306122,38.73979591836735,0.0,10
HUL,British Grand Prix 2018,3.7777777777777777,6.888888888888889,11.0,6.0,1,19,C1,32,C0,0,,0,,C1-C0,52,5.891,18,2,510,High,False,52.16938775510204,27.43163265306122,38.73979591836735,0.0,10
OCO,British Grand Prix 2018,2.111111111111111,4.666666666666667,10.0,7.0,1,18,C2,33,C1,0,,0,,C2-C1,52,5.891,18,2,510,High,False,52.16938775510204,27.43163265306122,38.73979591836735,0.0,10
ALO,British Grand Prix 2018,4.0,4.888888888888889,13.0,8.0,2,12,C2,19,C1,20,C2,0,,C2-C1-C2,52,5.891,18,2,510,High,False,52.16938775510204,27.43163265306122,38.73979591836735,0.0,10
MAG,British Grand Prix 2018,4.111111111111111,5.444444444444445,7.0,9.0,1,24,C2,27,C1,0,,0,,C2-C1,52,5.891,18,2,510,High,False,52.16938775510204,27.43163265306122,38.73979591836735,0.0,10
PER,British Grand Prix 2018,2.5555555555555554,4.666666666666667,12.0,10.0,2,12,C2,19,C1,20,C2,0,,C2-C1-C2,52,5.891,18,2,510,High,False,52.16938775510204,27.43163265306122,38.73979591836735,0.0,10
VAN,British Grand Prix 2018,0.8888888888888888,4.888888888888889,17.0,11.0,2,20,C2,12,C1,19,C2,0,,C2-C1-C2,52,5.891,18,2,510,High,False,52.16938775510204,27.43163265306122,38.73979591836735,0.0,10
STR,British Grand Prix 2018,0.4444444444444444,0.4444444444444444,19.0,12.0,1,29,C1,22,C2,0,,0,,C1-C2,52,5.891,18,2,510,High,False,52.16938775510204,27.43163265306122,38.73979591836735,0.0,10
GAS,British Grand Prix 2018,2.0,2.111111111111111,14.0,13.0,2,19,C2,12,C1,20,C2,0,,C2-C1-C2,52,5.891,18,2,510,High,False,52.16938775510204,27.43163265306122,38.73979591836735,0.0,10
SIR,British Grand Prix 2018,0.0,0.4444444444444444,18.0,14.0,1,20,C2,31,C1,0,,0,,C2-C1,52,5.891,18,2,510,High,False,52.16938775510204,27.43163265306122,38.73979591836735,0.0,10
HAM,German Grand Prix 2018,16.3,26.7,14.0,1.0,1,41,C2,25,C4,0,,0,,C2-C4,67,4.574,17,2,307,Low,False,40.66826923076923,26.40192307692308,54.80769230769231,0.25961538461538464,7
BOT,German Grand Prix 2018,10.4,26.7,2.0,2.0,2,27,C4,24,C2,15,C4,0,,C4-C2-C4,67,4.574,17,2,307,Low,False,40.66826923076923,26.40192307692308,54.80769230769231,0.25961538461538464,7
RAI,German Grand Prix 2018,11.6,28.7,3.0,3.0,2,13,C4,39,C2,14,C4,0,,C4-C2-C4,67,4.574,17,2,307,Low,False,40.66826923076923,26.40192307692308,54.80769230769231,0.25961538461538464,7
VER,German Grand Prix 2018,9.3,19.9,4.0,4.0,3,28,C4,17,C2,4,I,17,C4,C4-C2-I-C4,67,4.574,17,2,307,Low,False,40.66826923076923,26.40192307692308,54.80769230769231,0.25961538461538464,7
HUL,German Grand Prix 2018,4.2,7.0,7.0,5.0,3,17,C4,33,C1,4,I,12,C4,C4-C1-I-C4,67,4.574,17,2,307,Low,False,40.66826923076923,26.40192307692308,54.80769230769231,0.25961538461538464,7
GRO,German Grand Prix 2018,1.2,5.1,6.0,6.0,3,20,C4,30,C1,4,I,12,C4,C4-C1-I-C4,67,4.574,17,2,307,Low,False,40.66826923076923,26.40192307692308,54.80769230769231,0.25961538461538464,7
PER,German Grand Prix 2018,2.4,4.9,10.0,7.0,1,21,C4,45,C2,0,,0,,C4-C2,67,4.574,17,2,307,Low,False,40.66826923076923,26.40192307692308,54.80769230769231,0.25961538461538464,7
OCO,German Grand Prix 2018,2.5,4.9,15.0,8.0,1,24,C4,42,C2,0,,0,,C4-C2,67,4.574,17,2,307,Low,False,40.66826923076923,26.40192307692308,54.80769230769231,0.25961538461538464,7
ERI,German Grand Prix 2018,0.3,1.6,13.0,9.0,1,37,C2,29,C4,0,,0,,C2-C4,67,4.574,17,2,307,Low,False,40.66826923076923,26.40192307692308,54.80769230769231,0.25961538461538464,7
HAR,German Grand Prix 2018,0.1,1.9,17.0,10.0,2,27,C2,24,C1,15,C4,0,,C2-C1-C4,67,4.574,17,2,307,Low,False,40.66826923076923,26.40192307692308,54.80769230769231,0.25961538461538464,7
MAG,German Grand Prix 2018,3.9,5.1,5.0,11.0,3,19,C4,31,C1,4,I,12,C4,C4-C1-I-C4,67,4.574,17,2,307,Low,False,40.66826923076923,26.40192307692308,54.80769230769231,0.25961538461538464,7
SAI,German Grand Prix 2018,2.8,7.0,8.0,12.0,3,19,C4,30,C1,6,I,11,C4,C4-C1-I-C4,67,4.574,17,2,307,Low,False,40.66826923076923,26.40192307692308,54.80769230769231,0.25961538461538464,7
VAN,German Grand Prix 2018,0.8,4.8,19.0,13.0,2,28,C2,23,C1,15,C4,0,,C2-C1-C4,67,4.574,17,2,307,Low,False,40.66826923076923,26.40192307692308,54.80769230769231,0.25961538461538464,7
GAS,German Grand Prix 2018,1.8,1.9,16.0,14.0,2,42,C2,3,W,20,C4,0,,C2-W-C4,67,4.574,17,2,307,Low,False,40.66826923076923,26.40192307692308,54.80769230769231,0.25961538461538464,7
LEC,German Grand Prix 2018,1.3,1.6,9.0,15.0,3,19,C4,23,C2,3,I,20,C4,C4-C2-I-C4,67,4.574,17,2,307,Low,False,40.66826923076923,26.40192307692308,54.80769230769231,0.25961538461538464,7
HAM,Hungarian Grand Prix 2018,17.09090909090909,28.181818181818183,1.0,1.0,1,23,C4,45,C2,0,,0,,C4-C2,70,4.381,14,1,364,Medium,False,51.08971962616822,33.75887850467289,33.00654205607477,0.0,4
VET,Hungarian Grand Prix 2018,15.545454545454545,27.454545454545453,4.0,2.0,1,38,C2,31,C4,0,,0,,C2-C4,70,4.381,14,1,364,Medium,False,51.08971962616822,33.75887850467289,33.00654205607477,0.0,4
RAI,Hungarian Grand Prix 2018,11.909090909090908,27.454545454545453,3.0,3.0,2,13,C4,24,C2,32,C2,0,,C4-C2-C2,70,4.381,14,1,364,Medium,False,51.08971962616822,33.75887850467289,33.00654205607477,0.0,4
RIC,Hungarian Grand Prix 2018,9.636363636363637,19.181818181818183,12.0,4.0,1,43,C2,26,C4,0,,0,,C2-C4,70,4.381,14,1,364,Medium,False,51.08971962616822,33.75887850467289,33.00654205607477,0.0,4
BOT,Hungarian Grand Prix 2018,11.090909090909092,28.181818181818183,2.0,5.0,1,14,C4,55,C2,0,,0,,C4-C2,70,4.381,14,1,364,Medium,False,51.08971962616822,33.75887850467289,33.00654205607477,0.0,4
GAS,Hungarian Grand Prix 2018,1.6363636363636365,1.8181818181818181,6.0,6.0,1,31,C4,38,C2,0,,0,,C4-C2,70,4.381,14,1,364,Medium,False,51.08971962616822,33.75887850467289,33.00654205607477,0.0,4
MAG,Hungarian Grand Prix 2018,3.5454545454545454,5.363636363636363,9.0,7.0,1,30,C4,38,C2,0,,0,,C4-C2,70,4.381,14,1,364,Medium,False,51.08971962616822,33.75887850467289,33.00654205607477,0.0,4
ALO,Hungarian Grand Prix 2018,3.6363636363636362,4.363636363636363,11.0,8.0,1,38,C2,30,C1,0,,0,,C2-C1,70,4.381,14,1,364,Medium,False,51.08971962616822,33.75887850467289,33.00654205607477,0.0,4
SAI,Hungarian Grand Prix 2018,2.5454545454545454,7.2727272727272725,5.0,9.0,1,24,C2,44,C1,0,,0,,C2-C1,70,4.381,14,1,364,Medium,False,51.08971962616822,33.75887850467289,33.00654205607477,0.0,4
GRO,Hungarian Grand Prix 2018,1.8181818181818181,5.363636363636363,10.0,10.0,1,28,C4,40,C2,0,,0,,C4-C2,70,4.381,14,1,364,Medium,False,51.08971962616822,33.75887850467289,33.00654205607477,0.0,4
HAR,Hungarian Grand Prix 2018,0.18181818181818182,1.8181818181818181,8.0,11.0,1,23,C4,45,C1,0,,0,,C4-C1,70,4.381,14,1,364,Medium,False,51.08971962616822,33.75887850467289,33.00654205607477,0.0,4
HUL,Hungarian Grand Prix 2018,4.7272727272727275,7.2727272727272725,13.0,12.0,2,22,C2,27,C1,19,C4,0,,C2-C1-C4,70,4.381,14,1,364,Medium,False,51.08971962616822,33.75887850467289,33.00654205607477,0.0,4
OCO,Hungarian Grand Prix 2018,2.6363636363636362,5.363636363636363,18.0,13.0,1,38,C2,30,C4,0,,0,,C2-C4,70,4.381,14,1,364,Medium,False,51.08971962616822,33.75887850467289,33.00654205607477,0.0,4
PER,Hungarian Grand Prix 2018,2.727272727272727,5.363636363636363,19.0,14.0,1,21,C4,47,C2,0,,0,,C4-C2,70,4.381,14,1,364,Medium,False,51.08971962616822,33.75887850467289,33.00654205607477,0.0,4
ERI,Hungarian Grand Prix 2018,0.45454545454545453,1.6363636363636365,14.0,15.0,1,5,C4,62,C1,0,,0,,C4-C1,70,4.381,14,1,364,Medium,False,51.08971962616822,33.75887850467289,33.00654205607477,0.0,4
SIR,Hungarian Grand Prix 2018,0.0,0.36363636363636365,20.0,16.0,1,30,C2,37,C1,0,,0,,C2-C1,70,4.381,14,1,364,Medium,False,51.08971962616822,33.75887850467289,33.00654205607477,0.0,4
STR,Hungarian Grand Prix 2018,0.36363636363636365,0.36363636363636365,15.0,17.0,1,46,C1,21,C4,0,,0,,C1-C4,70,4.381,14,1,364,Medium,False,51.08971962616822,33.75887850467289,33.00654205607477,0.0,4
VET,Belgian Grand Prix 2018,15.75,27.916666666666668,2.0,1.0,1,20,C3,22,C2,0,,0,,C3-C2,44,7.004,19,2,367,Medium,False,27.89811320754717,17.327358490566038,37.700943396226414,0.0,4
HAM,Belgian Grand Prix 2018,17.75,28.75,1.0,2.0,1,20,C3,23,C2,0,,0,,C3-C2,44,7.004,19,2,367,Medium,False,27.89811320754717,17.327358490566038,37.700943396226414,0.0,4
VER,Belgian Grand Prix 2018,8.75,18.583333333333332,7.0,3.0,1,25,C3,18,C2,0,,0,,C3-C2,44,7.004,19,2,367,Medium,False,27.89811320754717,17.327358490566038,37.700943396226414,0.0,4
BOT,Belgian Grand Prix 2018,11.0,28.75,19.0,4.0,2,1,C2,27,C3,15,C2,0,,C2-C3-C2,44,7.004,19,2,367,Medium,False,27.89811320754717,17.327358490566038,37.700943396226414,0.0,4
PER,Belgian Grand Prix 2018,2.5,4.916666666666667,4.0,5.0,1,24,C3,19,C2,0,,0,,C3-C2,44,7.004,19,2,367,Medium,False,27.89811320754717,17.327358490566038,37.700943396226414,0.0,4
OCO,Belgian Grand Prix 2018,2.4166666666666665,4.916666666666667,3.0,6.0,1,23,C3,20,C2,0,,0,,C3-C2,44,7.004,19,2,367,Medium,False,27.89811320754717,17.327358490566038,37.700943396226414,0.0,4
GRO,Belgian Grand Prix 2018,1.75,5.5,5.0,7.0,1,22,C3,21,C3,0,,0,,C3-C3,44,7.004,19,2,367,Medium,False,27.89811320754717,17.327358490566038,37.700943396226414,0.0,4
MAG,Belgian Grand Prix 2018,3.75,5.5,9.0,8.0,1,25,C3,18,C3,0,,0,,C3-C3,44,7.004,19,2,367,Medium,False,27.89811320754717,17.327358490566038,37.700943396226414,0.0,4
GAS,Belgian Grand Prix 2018,2.1666666666666665,2.3333333333333335,10.0,9.0,1,24,C3,19,C2,0,,0,,C3-C2,44,7.004,19,2,367,Medium,False,27.89811320754717,17.327358490566038,37.700943396226414,0.0,4
ERI,Belgian Grand Prix 2018,0.4166666666666667,1.5,13.0,10.0,1,25,C2,17,C3,0,,0,,C2-C3,44,7.004,19,2,367,Medium,False,27.89811320754717,17.327358490566038,37.700943396226414,0.0,4
SAI,Belgian Grand Prix 2018,2.5,6.833333333333333,14.0,11.0,1,21,C1,21,C3,0,,0,,C1-C3,44,7.004,19,2,367,Medium,False,27.89811320754717,17.327358490566038,37.700943396226414,0.0,4
SIR,Belgian Grand Prix 2018,0.0,0.3333333333333333,16.0,12.0,1,23,C2,19,C3,0,,0,,C2-C3,44,7.004,19,2,367,Medium,False,27.89811320754717,17.327358490566038,37.700943396226414,0.0,4
STR,Belgian Grand Prix 2018,0.3333333333333333,0.3333333333333333,17.0,13.0,1,22,C2,20,C3,0,,0,,C2-C3,44,7.004,19,2,367,Medium,False,27.89811320754717,17.327358490566038,37.700943396226414,0.0,4
HAR,Belgian Grand Prix 2018,0.16666666666666666,2.3333333333333335,11.0,14.0,1,30,C2,12,C3,0,,0,,C2-C3,44,7.004,19,2,367,Medium,False,27.89811320754717,17.327358490566038,37.700943396226414,0.0,4
VAN,Belgian Grand Prix 2018,0.6666666666666666,4.333333333333333,18.0,15.0,2,1,C2,26,C1,15,C3,0,,C2-C1-C3,44,7.004,19,2,367,Medium,False,27.89811320754717,17.327358490566038,37.700943396226414,0.0,4
HAM,Italian Grand Prix 2018,17.76923076923077,28.846153846153847,3.0,1.0,1,27,C3,25,C2,0,,0,,C3-C2,53,5.793,11,2,417,Low,False,30.822222222222223,22.189898989898992,63.8070707070707,0.23232323232323232,3
RAI,Italian Grand Prix 2018,11.23076923076923,27.692307692307693,1.0,2.0,1,18,C3,33,C2,0,,0,,C3-C2,53,5.793,11,2,417,Low,False,30.822222222222223,22.189898989898992,63.8070707070707,0.23232323232323232,3
BOT,Italian Grand Prix 2018,11.076923076923077,28.846153846153847,4.0,3.0,1,35,C3,17,C2,0,,0,,C3-C2,53,5.793,11,2,417,Low,False,30.822222222222223,22.189898989898992,63.8070707070707,0.23232323232323232,3
VET,Italian Grand Prix 2018,16.46153846153846,27.692307692307693,2.0,4.0,1,28,C2,24,C3,0,,0,,C2-C3,53,5.793,11,2,417,Low,False,30.822222222222223,22.189898989898992,63.8070707070707,0.23232323232323232,3
VER,Italian Grand Prix 2018,9.23076923076923,18.307692307692307,5.0,5.0,1,25,C3,27,C2,0,,0,,C3-C2,53,5.793,11,2,417,Low,False,30.822222222222223,22.189898989898992,63.8070707070707,0.23232323232323232,3
OCO,Italian Grand Prix 2018,2.8461538461538463,5.923076923076923,8.0,6.0,1,37,C3,15,C2,0,,0,,C3-C2,53,5.793,11,2,417,Low,False,30.822222222222223,22.189898989898992,63.8070707070707,0.23232323232323232,3
PER,Italian Grand Prix 2018,3.076923076923077,5.923076923076923,14.0,7.0,1,38,C3,14,C2,0,,0,,C3-C2,53,5.793,11,2,417,Low,False,30.822222222222223,22.189898989898992,63.8070707070707,0.23232323232323232,3
SAI,Italian Grand Prix 2018,2.3076923076923075,6.3076923076923075,7.0,8.0,1,38,C3,14,C2,0,,0,,C3-C2,53,5.793,11,2,417,Low,False,30.822222222222223,22.189898989898992,63.8070707070707,0.23232323232323232,3
STR,Italian Grand Prix 2018,0.3076923076923077,0.3076923076923077,10.0,9.0,1,34,C3,17,C2,0,,0,,C3-C2,53,5.793,11,2,417,Low,False,30.822222222222223,22.189898989898992,63.8070707070707,0.23232323232323232,3
SIR,Italian Grand Prix 2018,0.0,0.3076923076923077,12.0,10.0,1,36,C3,15,C2,0,,0,,C3-C2,53,5.793,11,2,417,Low,False,30.822222222222223,22.189898989898992,63.8070707070707,0.23232323232323232,3
LEC,Italian Grand Prix 2018,1.0,1.4615384615384615,15.0,11.0,1,33,C2,18,C3,0,,0,,C2-C3,53,5.793,11,2,417,Low,False,30.822222222222223,22.189898989898992,63.8070707070707,0.23232323232323232,3
VAN,Italian Grand Prix 2018,0.6153846153846154,4.0,17.0,12.0,1,23,C3,28,C2,0,,0,,C3-C2,53,5.793,11,2,417,Low,False,30.822222222222223,22.189898989898992,63.8070707070707,0.23232323232323232,3
HUL,Italian Grand Prix 2018,4.0,6.3076923076923075,20.0,13.0,1,40,C2,11,C3,0,,0,,C2-C3,53,5.793,11,2,417,Low,False,30.822222222222223,22.189898989898992,63.8070707070707,0.23232323232323232,3
GAS,Italian Grand Prix 2018,2.1538461538461537,2.3076923076923075,9.0,14.0,1,33,C3,18,C2,0,,0,,C3-C2,53,5.793,11,2,417,Low,False,30.822222222222223,22.189898989898992,63.8070707070707,0.23232323232323232,3
ERI,Italian Grand Prix 2018,0.46153846153846156,1.4615384615384615,18.0,15.0,1,41,C3,10,C3,0,,0,,C3-C3,53,5.793,11,2,417,Low,False,30.822222222222223,22.189898989898992,63.8070707070707,0.23232323232323232,3
MAG,Italian Grand Prix 2018,3.769230769230769,5.846153846153846,11.0,16.0,1,3,C2,48,C1,0,,0,,C2-C1,53,5.793,11,2,417,Low,False,30.822222222222223,22.189898989898992,63.8070707070707,0.23232323232323232,3
HAM,Singapore Grand Prix 2018,18.285714285714285,29.642857142857142,1.0,1.0,1,13,C5,46,C2,0,,0,,C5-C2,61,5.063,19,3,404,Low,True,33.12406015037594,29.86541353383459,66.03609022556391,0.0,4
VER,Singapore Grand Prix 2018,9.285714285714286,17.714285714285715,2.0,2.0,1,16,C5,44,C2,0,,0,,C5-C2,61,5.063,19,3,404,Low,True,33.12406015037594,29.86541353383459,66.03609022556391,0.0,4
VET,Singapore Grand Prix 2018,16.142857142857142,27.857142857142858,3.0,3.0,1,13,C5,47,C4,0,,0,,C5-C4,61,5.063,19,3,404,Low,True,33.12406015037594,29.86541353383459,66.03609022556391,0.0,4
BOT,Singapore Grand Prix 2018,11.357142857142858,29.642857142857142,4.0,4.0,1,15,C5,45,C2,0,,0,,C5-C2,61,5.063,19,3,404,Low,True,33.12406015037594,29.86541353383459,66.03609022556391,0.0,4
RAI,Singapore Grand Prix 2018,11.714285714285714,27.857142857142858,5.0,5.0,1,21,C5,39,C2,0,,0,,C5-C2,61,5.063,19,3,404,Low,True,33.12406015037594,29.86541353383459,66.03609022556391,0.0,4
RIC,Singapore Grand Prix 2018,8.428571428571429,17.714285714285715,6.0,6.0,1,26,C5,34,C4,0,,0,,C5-C4,61,5.063,19,3,404,Low,True,33.12406015037594,29.86541353383459,66.03609022556391,0.0,4
ALO,Singapore Grand Prix 2018,3.142857142857143,3.7142857142857144,11.0,7.0,1,37,C4,23,C2,0,,0,,C4-C2,61,5.063,19,3,404,Low,True,33.12406015037594,29.86541353383459,66.03609022556391,0.0,4
SAI,Singapore Grand Prix 2018,2.4285714285714284,6.142857142857143,12.0,8.0,1,36,C4,23,C2,0,,0,,C4-C2,61,5.063,19,3,404,Low,True,33.12406015037594,29.86541353383459,66.03609022556391,0.0,4
LEC,Singapore Grand Prix 2018,0.9285714285714286,1.3571428571428572,13.0,9.0,1,37,C4,22,C5,0,,0,,C4-C5,61,5.063,19,3,404,Low,True,33.12406015037594,29.86541353383459,66.03609022556391,0.0,4
HUL,Singapore Grand Prix 2018,3.7142857142857144,6.142857142857143,10.0,10.0,1,14,C5,45,C4,0,,0,,C5-C4,61,5.063,19,3,404,Low,True,33.12406015037594,29.86541353383459,66.03609022556391,0.0,4
ERI,Singapore Grand Prix 2018,0.42857142857142855,1.3571428571428572,14.0,11.0,1,55,C4,4,C5,0,,0,,C4-C5,61,5.063,19,3,404,Low,True,33.12406015037594,29.86541353383459,66.03609022556391,0.0,4
